Name,Performance,Place,Date
Ryan MILLER,14:41.43,"New York, NY (USA)",02 FEB 2013
Ryan MILLER,15:18.63,"College Station, TX (USA)",10 DEC 2011
Anis SELMOUNI,2:17:50,Marrakesh (MAR),28 JAN 2018
Anis SELMOUNI,2:16:06,Marrakesh (MAR),29 JAN 2017
Abdu ENDRIS,2:16:33,Nanchang (CHN),10 NOV 2019
Abdu ENDRIS,2:21:38,Casablanca (MAR),28 OCT 2018
Samuel BARATA,1:58.89,Pombal (POR),23 JAN 2011
Michael ROEGER,2:19:33,"Houston, TX (USA)",19 JAN 2020
Michael ROEGER,2:23:31,Melbourne (AUS),14 OCT 2018
Nkosikhona MHLAKWANA,2:18:40,Cape Town (RSA),15 SEP 2019
Nkosikhona MHLAKWANA,2:24:52,Cape Town (RSA),23 SEP 2018
Nkosikhona MHLAKWANA,2:22:10,Pietermaritzburg (RSA),22 FEB 2015
Yohannesse DEGEFA,2:22:40,Bangkok (THA),02 FEB 2020
Yohannesse DEGEFA,2:19:13,Leiden (NED),19 MAY 2019
Yohannesse DEGEFA,2:24:10,Khon Kaen (THA),28 JAN 2018
Yohannesse DEGEFA,2:19:14,Pune (IND),03 DEC 2017
Kenshi SHIBATA,2:17:39,Oita (JPN),02 FEB 2020
Kenshi SHIBATA,2:22:10,Fukuoka (JPN),01 DEC 2019
Manuel Jesus CABRERA LEAL,2:18:35,Buenos Aires (ARG),22 SEP 2019
Manuel Jesus CABRERA LEAL,2:20:19,Temuco (CHI),19 MAR 2017
Manuel Jesus CABRERA LEAL,2:18:16,Rotterdam (NED),10 APR 2016
Manuel Jesus CABRERA LEAL,2:18:04,Buenos Aires (ARG),11 OCT 2015
Manuel Jesus CABRERA LEAL,2:26:26,Los Angeles (CHI),20 OCT 2013
Manuel Jesus CABRERA LEAL,2:27:09,Santiago de Chile (CHI),01 APR 2012
Manuel Jesus CABRERA LEAL,2:32:23,Caracas (VEN),20 FEB 2011
Maxim RĂILEANU,8:23.09,"Manejul de atletism, Chisinau (MDA)",02 FEB 2020
Maxim RĂILEANU,8:25.02,Beograd (SRB),25 FEB 2017
Maxim RĂILEANU,8:55.79,Chisinau (MDA),07 FEB 2016
Will CROSS,4:12.14,"Winston Salem, NC (USA)",14 MAR 2015
Will CROSS,4:14.99,"Stevens Point, WI (USA)",08 MAR 2014
Will CROSS,4:21.43,"Naperville, IL (USA)",09 FEB 2013
Andreas LOMMER,3:52.54,Skive (DEN),18 FEB 2017
Andreas LOMMER,3:58.33,Skive (DEN),27 FEB 2016
Andreas LOMMER,3:55.97,Bærum (NOR),14 FEB 2015
Andreas LOMMER,3:56.29,Skive (DEN),22 FEB 2014
Andreas LOMMER,3:59.89,Skive (DEN),23 FEB 2013
Andreas LOMMER,4:04.63,Skive (DEN),25 FEB 2012
Mauricio FLANDEZ,2:18:16,"Five Rings Sports Center, Wuhan (CHN)",27 OCT 2019
Mauricio FLANDEZ,2:19:28,Beirut (LBN),11 NOV 2018
Mauricio FLANDEZ,2:23:06,Ottawa (CAN),28 MAY 2017
Mauricio FLANDEZ,2:29:44,Santiago de Chile (CHI),11 APR 2010
Charlie LAWRENCE,4:19.17,"Minneapolis, MN (USA)",28 JAN 2017
Hideyuki IKEGAMI,2:15:23,Wien (AUT),07 APR 2019
Hideyuki IKEGAMI,2:13:41,Osaka (JPN),26 NOV 2017
Munyaradzi JARI,2:15:33,Copenhagen (DEN),19 MAY 2019
Munyaradzi JARI,2:14:02,Cape Town (RSA),23 SEP 2018
Munyaradzi JARI,2:20:59,Mossel Bay (RSA),23 SEP 2017
Munyaradzi JARI,2:14:26,Bloemfontein (RSA),16 APR 2016
Munyaradzi JARI,2:19:12,Durban (RSA),01 MAR 2015
Munyaradzi JARI,2:16:54,Mossel Bay (RSA),27 SEP 2014
Munyaradzi JARI,2:22:04,Pietermaritzburg (RSA),24 FEB 2013
Munyaradzi JARI,2:28:09,Soweto (RSA),04 NOV 2012
Munyaradzi JARI,2:27:15,Soweto (RSA),06 NOV 2011
J.J. SANTANA,2:19:30,"Atlanta, GA (USA)",29 FEB 2020
Tom SLATTERY,2:18:35,"Houston, TX (USA)",19 JAN 2020
Tom SLATTERY,2:19:10,"Sacramento, CA (USA)",08 DEC 2019
Jaouad TOUGANE,2:13:35,Warszawa (POL),22 APR 2018
Artem KAZBAN,8:14.91,Sumy (UKR),26 JAN 2019
Artem KAZBAN,8:53.18,Sumy (UKR),08 FEB 2017
Artem KAZBAN,8:12.85,Kiev (UKR),17 FEB 2016
Artem KAZBAN,8:08.02,Sumy (UKR),13 FEB 2015
Artem KAZBAN,8:11.98,Zaporozhye (UKR),28 JAN 2012
Marcel BERNI,2:18:12,Berlin (GER),29 SEP 2019
Marcel BERNI,2:19:19,Rotterdam (NED),08 APR 2018
Marcel BERNI,2:20:14,Berlin (GER),24 SEP 2017
Marcel BERNI,2:25:32,Torino (ITA),02 OCT 2016
Marcel BERNI,2:25:11,Berlin (GER),27 SEP 2015
Ciaran FAHERTY,2:18:47,Tokyo (JPN),03 MAR 2019
Ciaran FAHERTY,2:27:19,Auckland (NZL),28 OCT 2018
Ciaran FAHERTY,2:24:11,Christchurch (NZL),04 JUN 2017
Ciaran FAHERTY,2:26:38,Christchurch (NZL),05 JUN 2016
Ciaran FAHERTY,2:30:37,Auckland (NZL),01 NOV 2015
Anthony COSTALES,2:24:21,"Atlanta, GA (USA)",29 FEB 2020
Daniel HARPER,14:32.14,"Boston, MA (USA)",26 FEB 2017
Daniel HARPER,14:52.88,"Boston, MA (USA)",01 MAR 2015
Daniel HARPER,14:46.08,"Boston, MA (USA)",02 MAR 2014
Daniel HARPER,14:43.67,"Boston, MA (USA)",17 FEB 2013
Daniel HARPER,14:50.81,"Boston, MA (USA)",28 JAN 2012
Daniel HARPER,15:07.65,"Boston, MA (USA)",25 FEB 2011
Chris MAY,8:22.45,"Findlay, OH (USA)",26 FEB 2017
Alex MWANGI,2:17:21,Oita (JPN),02 FEB 2020
Alex MWANGI,2:20:41,Beppu (JPN),03 FEB 2019
Kenta OTANI,2:19:16,Otsu (JPN),08 MAR 2020
Kenta OTANI,2:18:47,Tokyo (JPN),03 MAR 2019
Kenta OTANI,2:15:57,Oita (JPN),04 FEB 2018
Kenta OTANI,2:24:59,Oita (JPN),07 FEB 2016
Kenta OTANI,2:17:58,Oita (JPN),01 FEB 2015
Nelson KIPKOGEI,5:17.18,Liévin (FRA),10 FEB 2019
Tsegai TEWELDE,2:17:00,London (GBR),28 APR 2019
Tsegai TEWELDE,2:14:40,Beirut (LBN),12 NOV 2017
Tsegai TEWELDE,2:12:23,London (GBR),24 APR 2016
Dennis LAERTE,2:16:23,Frankfurt (GER),27 OCT 2019
Dennis LAERTE,2:16:29,Eindhoven (NED),08 OCT 2017
Dennis LAERTE,2:18:04,Berlin (GER),25 SEP 2016
Dennis LAERTE,2:21:36,Eindhoven (NED),12 OCT 2014
Dennis LAERTE,2:25:22,Eindhoven (NED),13 OCT 2013
Dennis LAERTE,2:25:32,Leiden (NED),20 MAY 2012
Eduardo Terrance GARCIA,2:18:50,"Houston, TX (USA)",20 JAN 2019
Eduardo Terrance GARCIA,2:25:17,Rotterdam (NED),09 APR 2017
Argeo CRUZ,2:18:39,"Houston, TX (USA)",19 JAN 2020
Argeo CRUZ,2:19:18,"Duluth, MN (USA)",22 JUN 2019
Ben FLETCHER,4:23.62,"Albuquerque, NM (USA)",28 JAN 2012
Ben FLETCHER,4:29.29,"Albuquerque, NM (USA)",22 JAN 2011
Jun SHINOTO,8:40.42,"Nagai Stadium, Osaka (JPN)",21 SEP 2019
Jun SHINOTO,8:59.94,Osaka (JPN),12 MAY 2018
Jun SHINOTO,8:34.81,"Palo Alto, CA (USA)",01 MAY 2016
Jun SHINOTO,8:35.41,Lapinlahti (FIN),19 JUL 2015
Jun SHINOTO,8:34.37,Yamaguchi (JPN),11 OCT 2014
Jun SHINOTO,8:32.89,"Palo Alto, CA (USA)",28 APR 2013
Jun SHINOTO,8:36.13,Fukuoka (JPN),23 SEP 2012
Jun SHINOTO,8:41.80,Kumagaya (JPN),11 JUN 2011
Jun SHINOTO,8:38.49,Marugame (JPN),15 MAY 2010
Jun SHINOTO,8:41.85,Hiroshima (JPN),25 JUN 2009
Jun SHINOTO,8:49.06,Osaka (JPN),01 JUL 2007
Jun SHINOTO,8:33.44,Kobe (JPN),02 JUL 2006
Jun SHINOTO,8:41.85,Tokyo (JPN),02 JUL 2005
Jackson NEFF,4:08.80,"Columbus, OH (USA)",20 FEB 2015
Jackson NEFF,4:16.06,"Bloomington, IN (USA)",31 JAN 2014
Jackson NEFF,4:16.88,"Columbus, OH (USA)",15 FEB 2013
Yuriy RUSYUK,1:40:16,Yevpatoriya (UKR),17 FEB 2006
Phillip KIPLIMO,2:19:02,Brescia (ITA),10 MAR 2019
Phillip KIPLIMO,2:16:51,Sao Paulo (BRA),08 APR 2018
Phillip KIPLIMO,2:18:20,Seoul (KOR),05 NOV 2017
Phillip KIPLIMO,2:15:30,Lyon (FRA),04 OCT 2015
Phillip KIPLIMO,2:13:24,Hofu (JPN),21 DEC 2014
Phillip KIPLIMO,2:11:30,Köln (GER),13 OCT 2013
Abdulaziz EBRAHIM,2:18:49,Rotterdam (NED),07 APR 2019
Abdulaziz EBRAHIM,2:25:43,Linz (AUT),15 APR 2018
Abdulaziz EBRAHIM,2:16:38,Berlin (GER),24 SEP 2017
Abdulaziz EBRAHIM,2:16:53,Berlin (GER),25 SEP 2016
Abdulaziz EBRAHIM,2:21:18,Frankfurt (GER),25 OCT 2015
Abdulaziz EBRAHIM,2:24:56,Frankfurt (GER),27 OCT 2013
Yonas KINDE,3:56.56,"Kirchberg, Luxembourg (LUX)",18 FEB 2014
Ashenafi BOJA,2:18:32,Lagos (NGR),08 FEB 2020
Ashenafi BOJA,2:19:52,Khon Kaen (THA),27 JAN 2019
Ashenafi BOJA,2:21:11,Bangalore (IND),16 DEC 2017
Mitku Soboka TULU,3:58.72,Fürth (GER),14 JAN 2018
Mitku Soboka TULU,4:02.12,München (GER),19 JAN 2014
Givemore MUDZI,2:18:49,Paris (FRA),14 APR 2019
Masamichi YASUDA,2:17:47,Otsu (JPN),08 MAR 2020
Mohamed BOUBKRINI,2:17:08,Marrakesh (MAR),26 JAN 2020
Mohamed BOUBKRINI,2:21:11,Casablanca (MAR),06 OCT 2019
Mohamed BOUBKRINI,2:21:07,Marrakesh (MAR),28 JAN 2018
Raul ALVAREZ,2:18:34,Sevilla (ESP),23 FEB 2020
Raul ALVAREZ,2:20:29,Valencia (ESP),01 DEC 2019
Kurt ROESER,2:24:08,"Atlanta, GA (USA)",29 FEB 2020
Ben JOHNSON,2:17:35,Valencia (ESP),01 DEC 2019
Ben JOHNSON,2:23:24,Berlin (GER),16 SEP 2018
Ben JOHNSON,2:21:52,London (GBR),23 APR 2017
Ben JOHNSON,2:26:38,Amsterdam (NED),16 OCT 2016
Ben JOHNSON,2:33:43,London (GBR),22 APR 2012
Chunlong YANG,2:17:49,Beijing (CHN),03 NOV 2019
Maurice MOSIMA,2:17:12,Sofia (BUL),13 OCT 2019
Oscar MEDINA,8:21.91,"Bloomington, IN (USA)",30 JAN 2016
Oscar MEDINA,8:22.45,"Cedar Falls, IA (USA)",01 MAR 2015
Oscar MEDINA,8:25.85,"Cedar Falls, IA (USA)",02 MAR 2014
Ilie Alexandru CORNESCHI,4:01.39,Bacau (ROU),01 FEB 2014
Ilie Alexandru CORNESCHI,4:01.74,Bacau (ROU),12 JAN 2013
Ilie Alexandru CORNESCHI,4:09.14,Bacau (ROU),21 JAN 2012
Ilie Alexandru CORNESCHI,4:11.28,Bacau (ROU),23 JAN 2011
Ilie Alexandru CORNESCHI,4:08.51,Bucuresti (ROU),27 FEB 2010
Ilie Alexandru CORNESCHI,4:03.14,Bucuresti (ROU),30 JAN 2009
Hermano FERREIRA,2:17:26,Sevilla (ESP),23 FEB 2020
Hermano FERREIRA,2:26:58,Porto (POR),03 NOV 2019
Hermano FERREIRA,2:15:48,Wien (AUT),10 APR 2016
Hermano FERREIRA,2:15:53,London (GBR),26 APR 2015
Hermano FERREIRA,2:14:53,Roma (ITA),17 MAR 2013
Hermano FERREIRA,2:13:28,Torino (ITA),13 NOV 2011
Hermano FERREIRA,2:13:28,Wien (AUT),18 APR 2010
Evan GAYNOR,8:42.90,"Findlay, OH (USA)",30 JAN 2015
Evan GAYNOR,8:37.76,"Albuquerque, NM (USA)",24 JAN 2014
Evan GAYNOR,8:41.52,"Bowling Green, OH (USA)",27 JAN 2012
Evan GAYNOR,8:36.16,"Berea, OH (USA)",23 JAN 2010
Meguru HASHIDATE,2:19:05,Tokyo (JPN),01 MAR 2020
Joe NIEMIEC,9:07.02,"Naperville, IL (USA)",08 MAY 2014
Joe NIEMIEC,9:36.31,"Oxford, OH (USA)",06 APR 2013
Juris SILENIEKS,14:36.81,"Boston, MA (USA)",30 JAN 2016
Juris SILENIEKS,14:34.57,"State College, PA (USA)",31 JAN 2014
Masaki SEKIDO,2:19:27,Otsu (JPN),08 MAR 2020
Stanley LINTON,8:33.48,"Fayetteville, AR (USA)",27 JAN 2018
Stanley LINTON,8:25.53,"Birmingham, AL (USA)",11 FEB 2017
Chase WEAVERLING,14:05.61,"Boston, MA (USA)",10 FEB 2018
Chase WEAVERLING,13:54.39,"Boston, MA (USA)",04 FEB 2017
Chase WEAVERLING,14:03.72,"Boston, MA (USA)",30 JAN 2016
Alfred RONOH,2:16:44,Roma (ITA),07 APR 2019
Peter BROMKA,2:19:23,"Houston, TX (USA)",19 JAN 2020
Peter BROMKA,2:19:05,"Sacramento, CA (USA)",08 DEC 2019
Peter BROMKA,2:34:44,"New York, NY (USA)",01 NOV 2015
Kyle WYATT,4:14.12,"Lincoln, NE (USA)",15 FEB 2002
Aragaw Yitbarek MESERET,2:23:07,Muscat (OMA),21 FEB 2020
Aragaw Yitbarek MESERET,2:16:27,Odense (DEN),29 SEP 2019
Michael EATON,14:29.73,"Bloomington, IN (USA)",26 JAN 2018
Michael EATON,14:22.46,"Bloomington, IN (USA)",31 JAN 2015
Michael EATON,14:20.16,"Bloomington, IN (USA)",01 FEB 2014
Michael EATON,14:35.40,"New York, NY (USA)",20 FEB 2010
Michael EATON,14:20.31,"New York, NY (USA)",21 FEB 2009
Michael EATON,14:50.46,"Bloomington, IN (USA)",26 JAN 2007
Jason LYNCH,8:35.70,"Pocatello, ID (USA)",28 JAN 2017
Jason LYNCH,8:30.67,"Pocatello, ID (USA)",06 FEB 2016
Jason LYNCH,8:45.55,"Pocatello, ID (USA)",17 JAN 2015
Jason LYNCH,8:44.51,"Nampa, ID (USA)",15 FEB 2014
Andrey PETROV,2:17:51,Warszawa (POL),14 APR 2019
Andrey PETROV,2:15:17,Seoul (KOR),18 MAR 2018
Andrey PETROV,2:15:51,Dongguan (CHN),26 NOV 2017
Andrey PETROV,2:17:48,Xiamen (CHN),02 JAN 2016
Andrey PETROV,2:23:24,Berlin (GER),27 SEP 2015
Andrey PETROV,2:26:02,Pyongyang (PRK),13 APR 2014
Andrey PETROV,2:20:24,Hong Kong (HKG),24 FEB 2013
Besha TESHOME,2:20:23,Khon Kaen (THA),26 JAN 2020
Besha TESHOME,2:19:44,Khon Kaen (THA),27 JAN 2019
Besha TESHOME,2:20:28,Khon Kaen (THA),28 JAN 2018
Besha TESHOME,2:15:09,Pune (IND),03 DEC 2017
Mohamed ABDESALAM,3:13.44,"Geneva, OH (USA)",02 MAY 2014
Zheati NIAN,2:19:02,Guangzhou (CHN),08 DEC 2019
Zheati NIAN,2:20:57,Guangzhou (CHN),09 DEC 2018
Kwang-Hyok KIM,2:18:03,"Five Rings Sports Center, Wuhan (CHN)",27 OCT 2019
Kwang-Hyok KIM,2:15:42,Pyongyang (PRK),08 APR 2018
Kwang-Hyok KIM,2:22:27,Pyongyang (PRK),12 APR 2015
Kwang-Hyok KIM,2:17:55,Pyongyang (PRK),13 APR 2014
Kwang-Hyok KIM,2:25:10,Pyongyang (PRK),14 APR 2013
Kwang-Hyok KIM,2:13:54,Pyongyang (PRK),08 APR 2012
Jin-hyeong JEONG,2:15:29,Seoul (KOR),17 MAR 2019
Jin-hyeong JEONG,2:19:55,Seoul (KOR),20 MAR 2016
Jin-hyeong JEONG,2:19:11,Seoul (KOR),16 MAR 2014
Jin-hyeong JEONG,2:11:48,Seoul (KOR),18 MAR 2012
Jin-hyeong JEONG,2:09:28,Seoul (KOR),20 MAR 2011
Jin-hyeong JEONG,2:10:59,Seoul (KOR),07 NOV 2010
Alessandro GIACOBAZZI,2:17:45,Milano (ITA),07 APR 2019
Alessandro GIACOBAZZI,2:15:25,Torino (ITA),29 OCT 2017
Julien MASCIOTRA,3:59.38,Aubiére (FRA),29 JAN 2012
Rubén PALOMEQUE,8:05.78,"Velódromo Luis Puig, Valencia (ESP)",14 FEB 2009
Rubén PALOMEQUE,8:16.34,Valencia (ESP),26 JAN 2008
Rubén PALOMEQUE,7:57.88,"Velódromo Luis Puig, Valencia (ESP)",10 FEB 2007
Rubén PALOMEQUE,8:05.98,Valencia (ESP),12 FEB 2005
Rubén PALOMEQUE,8:09.48,Valencia (ESP),14 FEB 2004
Rubén PALOMEQUE,8:14.80,Valencia (ESP),25 JAN 2003
Kennedy Kibet RONO,2:23:11,Bangkok (THA),02 FEB 2020
Kennedy Kibet RONO,2:16:10,Jakarta (INA),27 OCT 2019
Kennedy Kibet RONO,2:14:10,Wuxi (CHN),25 MAR 2018
Kennedy Kibet RONO,2:11:26,Marrakesh (MAR),29 JAN 2017
Kennedy Kibet RONO,2:12:09,Metz (FRA),09 OCT 2016
Philipp BAAR,4:17.56,"Houston, TX (USA)",31 JAN 2015
Philipp BAAR,4:21.35,"Houston, TX (USA)",11 JAN 2014
Philipp BAAR,4:15.58,"Norman, OK (USA)",25 FEB 2012
Ryosuke OKANO,2:18:18,Tokyo (JPN),01 MAR 2020
Ryosuke OKANO,2:20:29,Fukuoka (JPN),02 DEC 2018
Ji-ho KIM,2:19:56,"Five Rings Sports Center, Wuhan (CHN)",27 OCT 2019
Ji-ho KIM,2:19:22,Chuncheon (KOR),28 OCT 2018
Ji-ho KIM,2:16:23,Chuncheon (KOR),29 OCT 2017
Ji-ho KIM,2:17:00,Seoul (KOR),20 MAR 2016
Ji-ho KIM,2:25:42,Chuncheon (KOR),25 OCT 2015
Ji-ho KIM,2:17:13,Seoul (KOR),16 MAR 2014
Uveni KUGONGELWA,2:18:31,Cape Town (RSA),15 SEP 2019
Uveni KUGONGELWA,2:20:40,Cape Town (RSA),23 SEP 2018
Uveni KUGONGELWA,2:19:29,Cape Town (RSA),17 SEP 2017
Andrzej ROGIEWICZ,5:39.78,Łódź (POL),21 JAN 2012
Erik HILLE,2:18:33,Köln (GER),13 OCT 2019
Erik HILLE,2:24:47,Frankfurt (GER),29 OCT 2017
Takeru IKKA,2:21:59,Tokyo (JPN),01 MAR 2020
Takeru IKKA,2:18:17,Kobe (JPN),17 NOV 2019
Takeru IKKA,2:20:34,Osaka (JPN),25 NOV 2018
Takeru IKKA,2:23:23,Otsu (JPN),03 MAR 2013
Takeru IKKA,2:27:26,Fukuoka (JPN),02 DEC 2012
Jon Kum IL,2:17:22,Pyongyang (PRK),07 APR 2019
Jon Kum IL,2:13:53,Pyongyang (PRK),08 APR 2018
Jon Kum IL,2:22:35,Pyongyang (PRK),09 APR 2017
Issac KIBIWOT,2:14:50,Rotterdam (NED),07 APR 2019
Issac KIBIWOT,2:16:09,Tours (FRA),23 SEP 2018
Kentaro MASUDA,2:15:21,Oita (JPN),02 FEB 2020
Kentaro MASUDA,2:23:47,Tokyo (JPN),03 MAR 2019
Kentaro MASUDA,2:16:43,Sapporo (JPN),26 AUG 2018
Kentaro MASUDA,2:19:26,Otsu (JPN),05 MAR 2017
Said EDRISSI,8:48.08,Baghdad (IRQ),07 MAR 2019
Eric BANG,2:19:56,"Chicago, IL (USA)",13 OCT 2019
Eric BANG,2:19:03,"Chicago, IL (USA)",07 OCT 2018
Eric BANG,2:23:54,"Chicago, IL (USA)",08 OCT 2017
Eric BANG,2:28:30,Toronto (CAN),16 OCT 2016
Eric BANG,2:29:52,"Philadelphia, PA (USA)",22 NOV 2015
Nikolay VOLKOV,2:18:36,Moskva (RUS),22 SEP 2019
Nikolay VOLKOV,2:22:01,Volgograd (RUS),30 APR 2018
Nikolay VOLKOV,2:25:44,Moskva (RUS),24 SEP 2017
Matt LENEHAN,9:54.52,"Turlock, CA (USA)",04 MAY 2013
Matt LENEHAN,9:43.14,"Irvine, CA (USA)",03 MAR 2012
Matt LENEHAN,9:38.42,"Claremont, CA (USA)",09 APR 2011
Soufiane BOUICHOU,2:17:15,Marrakesh (MAR),27 JAN 2019
Julian HENINGER,14:44.33,"New York, NY (USA)",26 FEB 2017
Isaac KIPROP,2:16:54,Beograd (SRB),14 APR 2019
Isaac KIPROP,2:28:37,Düsseldorf (GER),08 MAY 2011
Danny CARNEY,8:01.82,"New York, NY (USA)",27 JAN 2018
Eric KEOGH,2:18:31,Frankfurt (GER),27 OCT 2019
Leslie ENCINA,2:19:49,"Five Rings Sports Center, Wuhan (CHN)",27 OCT 2019
Leslie ENCINA,2:19:19,Beirut (LBN),11 NOV 2018
Leslie ENCINA,2:20:59,Temuco (CHI),19 MAR 2017
Leslie ENCINA,2:18:45,Rotterdam (NED),10 APR 2016
Leslie ENCINA,2:17:46,Vina del Mar (CHI),04 OCT 2015
Leslie ENCINA,2:18:43,Buenos Aires (ARG),12 OCT 2014
Leslie ENCINA,2:23:45,Santiago de Chile (CHI),04 NOV 2007
Peter Kimeli SOME,2:28:06,Fuzhou (CHN),15 DEC 2019
Peter Kimeli SOME,2:06:49,Daegu (KOR),01 APR 2018
Peter Kimeli SOME,2:09:22,Daegu (KOR),02 APR 2017
Peter Kimeli SOME,2:10:01,Seoul (KOR),20 MAR 2016
Peter Kimeli SOME,2:07:22,Tokyo (JPN),22 FEB 2015
Peter Kimeli SOME,2:07:05,Tokyo (JPN),23 FEB 2014
Peter Kimeli SOME,2:05:38,Paris (FRA),07 APR 2013
Peter Kimeli SOME,2:08:33,Frankfurt (GER),28 OCT 2012
Peter Kimeli SOME,2:10:16,Padova (ITA),17 APR 2011
Peter Kimeli SOME,2:15:17,Venezia (ITA),24 OCT 2010
Ahmed NASEF,2:16:57,Roma (ITA),07 APR 2019
Ahmed NASEF,2:21:07,Roma (ITA),08 APR 2018
Ahmed NASEF,2:16:39,Roma (ITA),02 APR 2017
Ahmed NASEF,2:20:10,Sofia (BUL),09 OCT 2016
Ahmed NASEF,2:18:21,Firenze (ITA),29 NOV 2015
Ahmed NASEF,2:17:46,Trieste (ITA),04 MAY 2014
Ahmed NASEF,2:12:57,Taiyuan (CHN),28 SEP 2013
Ahmed NASEF,2:10:59,Chongqing (CHN),18 MAR 2012
Ahmed NASEF,2:13:57,Treviso (ITA),27 MAR 2011
Ahmed NASEF,2:14:52,Venezia (ITA),24 OCT 2010
Ahmed NASEF,2:15:50,Reggio Emilia (ITA),13 DEC 2009
Ahmed NASEF,2:17:25,Reggio Emilia (ITA),14 DEC 2008
Ahmed NASEF,2:18:19,Reggio Emilia (ITA),09 DEC 2007
Ahmed NASEF,2:16:54,Milano (ITA),08 OCT 2006
Ahmed NASEF,2:17:50,Livorno (ITA),13 NOV 2005
Ahmed NASEF,2:15:27,Siracusa (ITA),14 MAR 2004
Ahmed NASEF,2:18:24,Reggio Emilia (ITA),14 DEC 2003
Ahmed NASEF,2:22:19,Bologna (ITA),27 OCT 2002
Kabelo LESIA,2:17:12,Mossel Bay (RSA),24 AUG 2019
Kabelo LESIA,2:22:14,Mossel Bay (RSA),06 OCT 2018
Takemaru YAMASAKI,2:23:49,Tokyo (JPN),01 MAR 2020
Takemaru YAMASAKI,2:18:59,Kobe (JPN),17 NOV 2019
Takemaru YAMASAKI,2:20:44,Gold Coast (AUS),01 JUL 2018
Takemaru YAMASAKI,2:33:42,Gold Coast (AUS),02 JUL 2017
Takemaru YAMASAKI,2:22:48,Otsu (JPN),06 MAR 2016
Takemaru YAMASAKI,2:27:45,Gold Coast (AUS),05 JUL 2015
Takemaru YAMASAKI,2:23:21,Fukuoka (JPN),01 DEC 2013
Takemaru YAMASAKI,2:26:37,Otsu (JPN),06 MAR 2011
Nick FRENCH,2:18:44,"Houston, TX (USA)",19 JAN 2020
Nick FRENCH,2:20:23,"Indianapolis, IN (USA)",09 NOV 2019
Nick FRENCH,2:21:28,"Detroit, MI (USA)",21 OCT 2018
Toru SOMIYA,2:18:56,Tokyo (JPN),01 MAR 2020
Toru SOMIYA,2:20:11,Fukuoka (JPN),01 DEC 2019
Toru SOMIYA,2:22:36,Fukuoka (JPN),02 DEC 2018
Toru SOMIYA,2:29:53,Fukuoka (JPN),03 DEC 2017
Toru SOMIYA,2:33:41,Tokyo (JPN),24 FEB 2013
Shinya OHASHI,2:20:30,Otsu (JPN),10 MAR 2019
Shinya OHASHI,2:25:46,Tokyo (JPN),26 FEB 2017
Samuel MORSE,2:18:06,"Duluth, MN (USA)",22 JUN 2019
Samuel MORSE,2:20:57,"Philadelphia, PA (USA)",18 NOV 2018
Samuel MORSE,2:20:47,"Philadelphia, PA (USA)",20 NOV 2016
Samuel MORSE,2:32:27,"Buffalo, NY (USA)",25 MAY 2014
Samuel MORSE,2:21:57,"Chicago, IL (USA)",13 OCT 2013
Samuel MORSE,2:27:28,"Burlington, VT (USA)",27 MAY 2012
Samuel MORSE,2:35:42,"Washington, DC (USA)",30 OCT 2011
Victor KIPKEMEI,2:20:13,Bangkok (THA),02 FEB 2020
Victor KIPKEMEI,2:19:14,Nairobi (KEN),27 OCT 2019
Victor KIPKEMEI,2:24:58,Nairobi (KEN),28 OCT 2018
Luca PARISI,2:18:02,Valencia (ESP),01 DEC 2019
Luca PARISI,2:22:51,Ravenna (ITA),11 NOV 2018
Luca PARISI,2:26:42,Roma (ITA),02 APR 2017
Luca PARISI,2:28:09,Roma (ITA),23 MAR 2014
Silas MUTURI,2:19:25,Kunming (CHN),01 DEC 2019
Silas MUTURI,2:12:38,Gongju (KOR),16 OCT 2016
Silas MUTURI,2:19:39,Beograd (SRB),17 APR 2011
Austin BOGINA,14:48.39,"Pittsburgh, PA (USA)",28 JAN 2017
Austin BOGINA,15:07.87,"Pittsburgh, PA (USA)",12 FEB 2016
Austin BOGINA,15:17.67,"Warrensburg, MO (USA)",28 FEB 2015
Sid VAUGHN,8:13.70,"Fayetteville, AR (USA)",28 JAN 2017
Sid VAUGHN,8:33.66,"Fayetteville, AR (USA)",26 FEB 2016
Sid VAUGHN,8:17.97,"Birmingham, AL (USA)",17 JAN 2015
Matthew MCCLINTOCK,8:21.74,"West Lafayette, IN (USA)",16 JAN 2016
Matthew MCCLINTOCK,8:16.69,"Fayetteville, AR (USA)",31 JAN 2015
Matthew MCCLINTOCK,8:17.04,"West Lafayette, IN (USA)",18 JAN 2014
Matthew MCCLINTOCK,8:19.41,"Bloomington, IN (USA)",12 JAN 2013
Matthew MCCLINTOCK,8:38.92,"Cambridge, MA (USA)",22 JAN 2012
David CRINITI,2:20:48,Gold Coast (AUS),07 JUL 2019
David CRINITI,2:19:08,Gold Coast (AUS),01 JUL 2018
David CRINITI,2:17:57,Berlin (GER),24 SEP 2017
David CRINITI,2:25:48,Hobart (AUS),11 JAN 2015
David CRINITI,2:22:01,Fukuoka (JPN),07 DEC 2014
David CRINITI,2:20:55,Gold Coast (AUS),03 JUL 2011
David CRINITI,2:25:21,Gold Coast (AUS),04 JUL 2010
David CRINITI,2:24:30,Gold Coast (AUS),05 JUL 2009
David CRINITI,2:29:08,Melbourne (AUS),12 OCT 2008
David CRINITI,2:28:38,Canberra (AUS),15 APR 2007
