athlete,year,performance,place,date
Tau John Tokwepota,1984,2:36:36,"Memorial Coliseum, Los Angeles, CA (USA)",03 AUG 1984
Tau John Tokwepota,1976,2:38:05,"Olympic Stadium, Montreal (CAN)",31 JUL 1976
Miguel Mallqui,2011,2:17:10,Lima (PER),15 MAY 2011
Miguel Mallqui,2007,2:21:29,Guayaquil (ECU),07 OCT 2007
Miguel Mallqui,2005,2:21:04,Buenos Aires (ARG),10 OCT 2005
Miguel Mallqui,2004,2:23:04,Huancayo (PER),21 NOV 2004
Miguel Mallqui,2002,2:22:48,Lima (PER),08 SEP 2002
Miguel Mallqui,2000,2:18:19,"Nashville, TN (USA)",29 APR 2000
Miguel Mallqui,1998,2:11:36,"Chicago, IL (USA)",11 OCT 1998
Miguel Mallqui,1997,2:14:19,London (GBR),13 APR 1997
Miguel Mallqui,1996,2:19:40,Lima (PER),28 APR 1996
Cristhian Simen Pacheco Mendoza,2019,2:09:31,Lima (PER),27 JUL 2019
Cristhian Simen Pacheco Mendoza,2018,2:11:19,Buenos Aires (ARG),23 SEP 2018
Cristhian Simen Pacheco Mendoza,2016,2:12:16,Rotterdam (NED),10 APR 2016
Roy Vence,2002,2:24:14,Hong Kong (HKG),24 FEB 2002
Roy Vence,2001,2:23:51,Kuala Lumpur (MAS),12 SEP 2001
Roy Vence,1996,2:37:10,"Olympic Stadium, Atlanta, GA (USA)",04 AUG 1996
Leonardo Illut,1984,2:49:39,"Memorial Coliseum, Los Angeles, CA (USA)",03 AUG 1984
Herman Suizo,1992,2:25:18,"Estadio Olímpico, Barcelona (ESP)",09 AUG 1992
Benjamin Silva-Netto,1968,2:56:20,"Estadio Olímpico, Ciudad de México (MEX)",20 OCT 1968
Eduardo Buenavista,2015,2:24:11,Hong Kong (HKG),25 JAN 2015
Eduardo Buenavista,2014,2:33:21,Paris (FRA),06 APR 2014
Eduardo Buenavista,2013,2:27:14,Manila (PHI),08 DEC 2013
Eduardo Buenavista,2012,2:29:45,Manila (PHI),09 DEC 2012
Eduardo Buenavista,2010,2:24:18,Manila (PHI),12 DEC 2010
Eduardo Buenavista,2009,2:18:53,Hong Kong (HKG),08 FEB 2009
Eduardo Buenavista,2008,2:23:37,Manila (PHI),30 NOV 2008
Eduardo Buenavista,2007,2:18:53,Manila (PHI),22 JUL 2007
Eduardo Buenavista,2006,2:24:50,Doha (QAT),10 DEC 2006
Eduardo Buenavista,2004,2:18:44,Beppu (JPN),01 FEB 2004
Jan Huruk,1998,2:16:33,Tokyo (JPN),08 FEB 1998
Jan Huruk,1997,2:14:24,Otsu (JPN),02 MAR 1997
Jan Huruk,1996,2:11:58,Beijing (CHN),20 OCT 1996
Jan Huruk,1995,2:11:25,Tokyo (JPN),12 FEB 1995
Jan Huruk,1994,2:14:27,"Olympic Stadium, Helsinki (FIN)",14 AUG 1994
Jan Huruk,1993,2:11:57,Otsu (JPN),14 MAR 1993
Jan Huruk,1992,2:10:07,London (GBR),12 APR 1992
Jan Huruk,1991,2:10:21,London (GBR),21 APR 1991
Jan Huruk,1990,2:10:16,Wien (AUT),22 APR 1990
Jan Huruk,1989,2:13:12,Berlin (GER),01 OCT 1989
Jan Huruk,1988,2:17:11,Duisburg (GER),24 SEP 1988
Arkadiusz Rafa Sowa,2009,2:21:53,Beograd (SRB),18 APR 2009
Arkadiusz Rafa Sowa,2008,2:14:39,Nagano (JPN),20 APR 2008
Arkadiusz Rafa Sowa,2007,2:12:00,Berlin (GER),30 SEP 2007
Yared Neda Shegumo,2019,2:11:40,Valencia (ESP),01 DEC 2019
Yared Neda Shegumo,2018,2:13:53,Warszawa (POL),22 APR 2018
Yared Neda Shegumo,2017,2:12:33,Düsseldorf (GER),30 APR 2017
Yared Neda Shegumo,2016,2:15:05,Warszawa (POL),25 SEP 2016
Yared Neda Shegumo,2015,2:10:47,Berlin (GER),27 SEP 2015
Yared Neda Shegumo,2014,2:10:41,Łódź (POL),13 APR 2014
Yared Neda Shegumo,2013,2:10:34,Warszawa (POL),29 SEP 2013
Yared Neda Shegumo,2012,2:15:19,Debno (POL),15 APR 2012
Waldemar Glinka,2006,2:16:35,Otsu (JPN),05 MAR 2006
Waldemar Glinka,2005,2:22:30,Kraków (POL),07 MAY 2005
Waldemar Glinka,2004,2:12:13,Debno (POL),04 APR 2004
Waldemar Glinka,2003,2:14:48,Debno (POL),13 APR 2003
Waldemar Glinka,2002,2:17:24,Otsu (JPN),03 MAR 2002
Waldemar Glinka,2001,2:15:38,Poznan (POL),14 OCT 2001
Waldemar Glinka,2000,2:11:40,Hofu (JPN),17 DEC 2000
Waldemar Glinka,1999,2:11:53,Berlin (GER),26 SEP 1999
Waldemar Glinka,1998,2:15:52,Hannover (GER),05 APR 1998
Waldemar Glinka,1997,2:14:19,Berlin (GER),28 SEP 1997
Grzegorz Gajdus,2006,2:19:40,Gdynia (POL),15 AUG 2006
Grzegorz Gajdus,2005,2:14:50,Warszawa (POL),18 SEP 2005
Grzegorz Gajdus,2003,2:09:23,Eindhoven (NED),12 OCT 2003
Grzegorz Gajdus,2002,2:10:49,Eindhoven (NED),13 OCT 2002
Grzegorz Gajdus,1999,2:11:37,Otsu (JPN),07 MAR 1999
Grzegorz Gajdus,1998,2:09:45,Wien (AUT),24 MAY 1998
Grzegorz Gajdus,1997,2:13:04,Eindhoven (NED),12 OCT 1997
Grzegorz Gajdus,1996,2:11:27,Eindhoven (NED),13 OCT 1996
Grzegorz Gajdus,1994,2:09:49,London (GBR),17 APR 1994
Grzegorz Gajdus,1993,2:11:07,London (GBR),18 APR 1993
Grzegorz Gajdus,1992,2:12:36,Carpi (ITA),25 OCT 1992
Henryk Jzef Szost,2019,2:13:00,"Five Rings Sports Center, Wuhan (CHN)",27 OCT 2019
Henryk Jzef Szost,2018,2:13:37,Hannover (GER),08 APR 2018
Henryk Jzef Szost,2017,2:10:09,Frankfurt (GER),29 OCT 2017
Henryk Jzef Szost,2016,2:10:53,Fukuoka (JPN),04 DEC 2016
Henryk Jzef Szost,2015,2:10:11,Warszawa (POL),26 APR 2015
Henryk Jzef Szost,2014,2:08:55,Warszawa (POL),13 APR 2014
Henryk Jzef Szost,2013,2:09:37,Fukuoka (JPN),01 DEC 2013
Henryk Jzef Szost,2012,2:07:39,Otsu (JPN),04 MAR 2012
Henryk Jzef Szost,2011,2:09:39,Frankfurt (GER),30 OCT 2011
Henryk Jzef Szost,2010,2:10:27,Wien (AUT),18 APR 2010
Henryk Jzef Szost,2008,2:11:59,Debno (POL),13 APR 2008
Henryk Jzef Szost,2007,2:15:57,Debno (POL),15 APR 2007
Joaquim Fernando da Mota Silva,1998,2:17:55,"Népstadion, Budapest (HUN)",22 AUG 1998
Joaquim Fernando da Mota Silva,1995,2:12:49,Kyongju (KOR),19 MAR 1995
Joaquim Fernando da Mota Silva,1994,2:10:42,Wien (AUT),10 APR 1994
Joaquim Fernando da Mota Silva,1988,2:18:05,"Olympic Stadium, Jamsil, Seoul (KOR)",02 OCT 1988
Dionsio da Silva Castro,1992,2:11:54,Rotterdam (NED),05 APR 1992
Rui Pedro S Alves da Silva,2019,2:34:19,Porto (POR),03 NOV 2019
Rui Pedro S Alves da Silva,2016,2:30:52,"Estádio Olímpico, Rio de Janeiro (BRA)",21 AUG 2016
Rui Pedro S Alves da Silva,2015,2:14:21,Hamburg (GER),26 APR 2015
Rui Pedro S Alves da Silva,2014,2:13:54,Porto (POR),02 NOV 2014
Rui Pedro S Alves da Silva,2013,2:13:11,Porto (POR),03 NOV 2013
Rui Pedro S Alves da Silva,2012,2:12:15,Wien (AUT),15 APR 2012
Carlos Alberto de Sousa Lopes,2019,2:24:16,Düsseldorf (GER),28 APR 2019
Carlos Alberto de Sousa Lopes,2018,2:19:25,Porto (POR),04 NOV 2018
Anacleto Pereira Pinto,1980,2:15:27,Faro (POR),30 MAR 1980
Anacleto Pereira Pinto,1976,2:14:37,Faro (POR),14 MAR 1976
Domingos da Silva Castro,2002,2:13:23,Berlin (GER),29 SEP 2002
Domingos da Silva Castro,2000,2:16:52,"Olympic Stadium, Sydney (AUS)",01 OCT 2000
Domingos da Silva Castro,1999,2:10:24,London (GBR),18 APR 1999
Domingos da Silva Castro,1997,2:07:51,Rotterdam (NED),20 APR 1997
Domingos da Silva Castro,1996,2:11:12,London (GBR),21 APR 1996
Domingos da Silva Castro,1995,2:10:06,Paris (FRA),02 APR 1995
Antnio Coelho Pinto,2005,2:29:22,London (GBR),17 APR 2005
Antnio Coelho Pinto,2002,2:09:10,London (GBR),14 APR 2002
Antnio Coelho Pinto,2001,2:09:36,London (GBR),22 APR 2001
Antnio Coelho Pinto,2000,2:06:36,London (GBR),16 APR 2000
Antnio Coelho Pinto,1999,2:09:00,London (GBR),18 APR 1999
Antnio Coelho Pinto,1998,2:08:13,London (GBR),26 APR 1998
Antnio Coelho Pinto,1997,2:07:55,London (GBR),13 APR 1997
Antnio Coelho Pinto,1996,2:08:38,Tokyo (JPN),12 FEB 1996
Antnio Coelho Pinto,1995,2:08:48,London (GBR),02 APR 1995
Antnio Coelho Pinto,1994,2:08:31,Berlin (GER),25 SEP 1994
Antnio Coelho Pinto,1992,2:10:02,London (GBR),12 APR 1992
Antnio Coelho Pinto,1991,2:12:39,Carpi (ITA),27 OCT 1991
Armando Rodrigues Aldegalega,1972,2:28:25,"Olympiastadion, München (GER)",10 SEP 1972
Armando Rodrigues Aldegalega,1971,2:20:02,Helsinki (FIN),15 AUG 1971
Armando Rodrigues Aldegalega,1964,2:38:03,"National Stadium, Tokyo (JPN)",21 OCT 1964
Ahmed Jumaa Jaber,2009,2:23:08,Beograd (SRB),18 APR 2009
Ahmed Jumaa Jaber,2006,2:16:36,Dubai (UAE),17 FEB 2006
Ahmed Jumaa Jaber,2004,2:14:48,Hamburg (GER),18 APR 2004
Mohammed Abduh Bakhet,2012,2:12:14,Dubai (UAE),27 JAN 2012
Mohammed Abduh Bakhet,2011,2:23:07,Pattaya (THA),17 JUL 2011
Mohammed Abduh Bakhet,2010,2:17:34,Pune (IND),05 DEC 2010
Mohammed Abduh Bakhet,2009,2:13:19,Toronto (CAN),27 SEP 2009
Yousuf Othman Qader,2009,2:24:36,Beograd (SRB),18 APR 2009
Yousuf Othman Qader,2008,2:17:16,Rotterdam (NED),13 APR 2008
Yousuf Othman Qader,2007,2:13:18,Hamburg (GER),29 APR 2007
Marius Viorel Ionescu,2019,2:17:29,Valencia (ESP),01 DEC 2019
Marius Viorel Ionescu,2018,2:14:54,Sevilla (ESP),25 FEB 2018
Marius Viorel Ionescu,2016,2:13:00,Düsseldorf (GER),24 APR 2016
Marius Viorel Ionescu,2015,2:13:19,Düsseldorf (GER),26 APR 2015
Marius Viorel Ionescu,2013,2:13:33,Hamburg (GER),21 APR 2013
Marius Viorel Ionescu,2012,2:16:28,"Olympic Stadium, London (GBR)",12 AUG 2012
Marius Viorel Ionescu,2011,2:15:32,"DS, Daegu (KOR)",04 SEP 2011
Aleksey Mikhaylovich Reunkov,2019,2:18:11,Moskva (RUS),22 SEP 2019
Aleksey Mikhaylovich Reunkov,2018,2:12:20,Volgograd (RUS),30 APR 2018
Aleksey Mikhaylovich Reunkov,2017,2:18:43,Yekaterinburg (RUS),06 AUG 2017
Aleksey Mikhaylovich Reunkov,2015,2:10:10,London (GBR),26 APR 2015
Aleksey Mikhaylovich Reunkov,2014,2:11:08,Wien (AUT),13 APR 2014
Aleksey Mikhaylovich Reunkov,2013,2:11:41,Otsu (JPN),03 MAR 2013
Aleksey Mikhaylovich Reunkov,2012,2:13:49,"Olympic Stadium, London (GBR)",12 AUG 2012
Aleksey Mikhaylovich Reunkov,2011,2:09:54,Frankfurt (GER),30 OCT 2011
Aleksey Mikhaylovich Reunkov,2010,2:15:48,Sevilla (ESP),14 FEB 2010
Oleg Sergeyevich Kulkov,2013,2:11:33,Zürich (SUI),07 APR 2013
Oleg Sergeyevich Kulkov,2012,2:16:53,Osaka (JPN),25 NOV 2012
Oleg Sergeyevich Kulkov,2011,2:10:13,Seoul (KOR),20 MAR 2011
Oleg Sergeyevich Kulkov,2010,2:11:51,Wien (AUT),18 APR 2010
Oleg Sergeyevich Kulkov,2009,2:10:12,Zürich (SUI),26 APR 2009
Oleg Sergeyevich Kulkov,2008,2:11:16,Zürich (SUI),20 APR 2008
Oleg Sergeyevich Kulkov,2007,2:15:34,"Nashville, TN (USA)",28 APR 2007
Oleg Sergeyevich Kulkov,2006,2:17:16,Dresden (GER),22 OCT 2006
Oleg Sergeyevich Kulkov,2005,2:18:55,Dresden (GER),23 OCT 2005
Leonid Vladimirovich Shvetsov,2009,2:25:50,Hong Kong (HKG),08 FEB 2009
Leonid Vladimirovich Shvetsov,2008,2:16:17,Dublin (IRL),27 OCT 2008
Leonid Vladimirovich Shvetsov,2007,2:16:19,Dresden (GER),21 OCT 2007
Leonid Vladimirovich Shvetsov,2006,2:10:59,Otsu (JPN),05 MAR 2006
Leonid Vladimirovich Shvetsov,2005,2:10:05,Frankfurt (GER),30 OCT 2005
Leonid Vladimirovich Shvetsov,2004,2:12:28,Hamburg (GER),18 APR 2004
Leonid Vladimirovich Shvetsov,2003,2:09:33,Frankfurt (GER),26 OCT 2003
Leonid Vladimirovich Shvetsov,2002,2:12:08,Roma (ITA),24 MAR 2002
Leonid Vladimirovich Shvetsov,2000,2:11:07,Otsu (JPN),05 MAR 2000
Leonid Vladimirovich Shvetsov,1999,2:09:38,Eindhoven (NED),10 OCT 1999
Leonid Vladimirovich Shvetsov,1998,2:11:52,Praha (CZE),24 MAY 1998
Leonid Vladimirovich Shvetsov,1997,2:09:16,Praha (CZE),25 MAY 1997
Leonid Vladimirovich Shvetsov,1996,2:10:23,"Chicago, IL (USA)",20 OCT 1996
Leonid Vladimirovich Shvetsov,1995,2:11:24,"Chicago, IL (USA)",15 OCT 1995
Leonid Vladimirovich Shvetsov,1994,2:12:21,St. Paul (USA),02 OCT 1994
Leonid Vladimirovich Shvetsov,1993,2:15:04,Valencia (ESP),07 FEB 1993
Leonid Vladimirovich Shvetsov,1992,2:15:08,Echternach (LUX),25 OCT 1992
Aleksey Vladimirovich Sokolov,2014,2:17:10,Zürich (SUI),06 APR 2014
Aleksey Vladimirovich Sokolov,2013,2:19:05,Wien (AUT),14 APR 2013
Aleksey Vladimirovich Sokolov,2012,2:13:01,Moskva (RUS),09 SEP 2012
Aleksey Vladimirovich Sokolov,2011,2:10:23,Zürich (SUI),17 APR 2011
Aleksey Vladimirovich Sokolov,2010,2:10:31,Dublin (IRL),25 OCT 2010
Aleksey Vladimirovich Sokolov,2009,2:10:38,Dublin (IRL),26 OCT 2009
Aleksey Vladimirovich Sokolov,2008,2:11:41,London (GBR),13 APR 2008
Aleksey Vladimirovich Sokolov,2007,2:09:07,Dublin (IRL),29 OCT 2007
Aleksey Vladimirovich Sokolov,2006,2:11:39,Dublin (IRL),30 OCT 2006
Aleksey Vladimirovich Sokolov,2005,2:17:35,Moskva (RUS),22 MAY 2005
Aleksey Vladimirovich Sokolov,2004,2:14:29,Hamburg (GER),18 APR 2004
Aleksey Vladimirovich Sokolov,2003,2:15:01,St. Petersburg (RUS),21 JUN 2003
Aleksey Vladimirovich Sokolov,2002,2:15:50,Moskva (RUS),19 MAY 2002
Pavel Vladimirovich Kokin,2005,2:23:17,"Palm Beach, FL (USA)",04 DEC 2005
Pavel Vladimirovich Kokin,2003,2:14:01,Zürich (SUI),13 APR 2003
Pavel Vladimirovich Kokin,2002,2:23:10,Wien (AUT),26 MAY 2002
Pavel Vladimirovich Kokin,2000,2:10:29,"Cleveland, OH (USA)",30 APR 2000
Pavel Vladimirovich Kokin,1999,2:12:34,Moskva (RUS),16 MAY 1999
Pavel Vladimirovich Kokin,1996,2:15:06,Lyon (FRA),13 OCT 1996
Oleg Strizhakov,2005,2:19:06,"Tampa, FL (USA)",06 FEB 2005
Oleg Strizhakov,2004,2:21:13,Moskva (RUS),16 MAY 2004
Oleg Strizhakov,2003,2:35:40,Macao (MAC),07 DEC 2003
Oleg Strizhakov,2002,2:17:41,"San Diego, CA (USA)",02 JUN 2002
Oleg Strizhakov,2001,2:15:03,Dubai (UAE),12 JAN 2001
Oleg Strizhakov,2000,2:12:21,Rotterdam (NED),16 APR 2000
Oleg Strizhakov,1999,2:12:32,Moskva (RUS),16 MAY 1999
Oleg Strizhakov,1998,2:15:51,"Népstadion, Budapest (HUN)",22 AUG 1998
Oleg Strizhakov,1997,2:16:47,Reims (FRA),12 OCT 1997
Oleg Strizhakov,1996,2:13:01,Paris (FRA),21 APR 1996
Oleg Strizhakov,1995,2:11:03,Rotterdam (NED),23 APR 1995
Oleg Strizhakov,1994,2:12:24,Paris (FRA),24 APR 1994
Telesphore Dusabe,1988,2:42:52,"Olympic Stadium, Jamsil, Seoul (KOR)",02 OCT 1988
Mathias Ntawulikura,2004,2:20:28,Barcelona (ESP),21 MAR 2004
Mathias Ntawulikura,2003,2:15:11,Roma (ITA),23 MAR 2003
Mathias Ntawulikura,2001,2:13:11,Venezia (ITA),28 OCT 2001
Mathias Ntawulikura,2000,2:09:55,London (GBR),16 APR 2000
Zepherinus Joseph,2010,2:32:38,Bridgetown (BAR),05 DEC 2010
Zepherinus Joseph,2009,2:27:25,Port-of-Spain (TTO),25 JAN 2009
Zepherinus Joseph,2005,2:18:48,"Tampa, FL (USA)",06 FEB 2005
Zepherinus Joseph,2004,2:44:19,"Olympic Stadium, Athina (GRE)",29 AUG 2004
Zepherinus Joseph,2003,2:16:06,St. Paul (USA),05 OCT 2003
Gian Luigi Macina,2003,2:25:51,Torino (ITA),13 APR 2003
Gian Luigi Macina,2002,2:24:17,Carpi (ITA),06 OCT 2002
Gian Luigi Macina,2001,2:35:36,Tunis (TUN),11 SEP 2001
Gian Luigi Macina,2000,2:35:42,"Olympic Stadium, Sydney (AUS)",01 OCT 2000
Gian Luigi Macina,1992,2:30:45,"Estadio Olímpico, Barcelona (ESP)",09 AUG 1992
Gian Luigi Macina,1991,2:28:40,"Olympic Stadium, Tokyo (JPN)",01 SEP 1991
Baba Ibrahim Suma-Keita,1988,3:04:00,"Olympic Stadium, Jamsil, Seoul (KOR)",02 OCT 1988
Baba Ibrahim Suma-Keita,1980,2:41:20,"Lenin Stadium, Moskva (URS)",01 AUG 1980
Alifu Albert Massaquoi,1968,2:52:28,"Estadio Olímpico, Ciudad de México (MEX)",20 OCT 1968
Alifu Albert Massaquoi,1960,3:43:18,"Stadio Olimpico, Roma (ITA)",10 SEP 1960
Marcel Matanin,2010,2:34:39,Košice (SVK),03 OCT 2010
Marcel Matanin,2007,2:26:21,Leipzig (GER),22 APR 2007
Marcel Matanin,2006,2:19:33,Leipzig (GER),23 APR 2006
Marcel Matanin,2005,2:20:31,Düsseldorf (GER),08 MAY 2005
Marcel Matanin,2004,2:17:23,Zürich (SUI),04 APR 2004
Marcel Matanin,2003,2:17:55,Košice (SVK),05 OCT 2003
Keith Martin James,1960,2:22:59,"Stadio Olimpico, Roma (ITA)",10 SEP 1960
Norman Dlomo,2012,2:25:53,Beirut (LBN),11 NOV 2012
Norman Dlomo,2010,2:16:02,Taiyuan (CHN),05 SEP 2010
Norman Dlomo,2009,2:14:39,"Olympiastadion, Berlin (GER)",22 AUG 2009
Norman Dlomo,2008,2:20:27,Milano (ITA),23 NOV 2008
Norman Dlomo,2007,2:10:39,Milano (ITA),02 DEC 2007
Norman Dlomo,2006,2:14:17,Seoul (KOR),05 NOV 2006
Norman Dlomo,2005,2:18:06,Wien (AUT),22 MAY 2005
Norman Dlomo,2003,2:20:23,Milano (ITA),30 NOV 2003
Norman Dlomo,2002,2:18:06,Košice (SVK),06 OCT 2002
Norman Dlomo,2001,2:16:32,Port Elizabeth (RSA),02 DEC 2001
Lusapho Lesly April,2017,2:11:41,Hannover (GER),09 APR 2017
Lusapho Lesly April,2016,2:11:27,Hannover (GER),10 APR 2016
Lusapho Lesly April,2014,2:16:50,"New York, NY (USA)",02 NOV 2014
Lusapho Lesly April,2013,2:08:32,Hannover (GER),05 MAY 2013
Lusapho Lesly April,2012,2:14:01,Wien (AUT),15 APR 2012
Lusapho Lesly April,2011,2:09:25,Hannover (GER),08 MAY 2011
Lusapho Lesly April,2010,2:10:44,Hannover (GER),02 MAY 2010
Lusapho Lesly April,2009,2:14:17,Hannover (GER),03 MAY 2009
Stephen Mokoka,2020,2:08:05,Otsu (JPN),08 MAR 2020
Stephen Mokoka,2019,2:07:58,Otsu (JPN),10 MAR 2019
Stephen Mokoka,2018,2:08:31,Cape Town (RSA),23 SEP 2018
Stephen Mokoka,2017,2:08:35,Shanghai (CHN),12 NOV 2017
Stephen Mokoka,2016,2:10:18,Shanghai (CHN),30 OCT 2016
Stephen Mokoka,2015,2:07:40,Shanghai (CHN),08 NOV 2015
Stephen Mokoka,2014,2:08:43,Shanghai (CHN),02 NOV 2014
Stephen Mokoka,2013,2:09:30,Shanghai (CHN),01 DEC 2013
Stephen Mokoka,2012,2:09:43,Shanghai (CHN),02 DEC 2012
Stephen Mokoka,2011,2:32:18,Pretoria (RSA),22 OCT 2011
Stephen Mokoka,2010,2:08:33,Seoul (KOR),07 NOV 2010
Chiko Johannes Maremane,2005,2:24:44,Benoni (RSA),30 JAN 2005
Chiko Johannes Maremane,2004,2:26:30,Hong Kong (HKG),08 FEB 2004
Chiko Johannes Maremane,2003,2:25:25,Hong Kong (HKG),16 FEB 2003
Chiko Johannes Maremane,2002,2:16:10,Hong Kong (HKG),24 FEB 2002
Chiko Johannes Maremane,2001,2:28:43,"Sacramento, CA (USA)",02 DEC 2001
Chiko Johannes Maremane,2000,2:11:15,Cape Town (RSA),04 MAR 2000
Chiko Johannes Maremane,1999,2:14:19,"Los Angeles, CA (USA)",14 MAR 1999
Chiko Johannes Maremane,1998,2:14:29,"Chicago, IL (USA)",11 OCT 1998
Chiko Johannes Maremane,1996,2:11:19,Reims (FRA),10 OCT 1996
Chiko Johannes Maremane,1995,2:13:52,Lisboa (POR),26 NOV 1995
Chiko Johannes Maremane,1994,2:12:10,Hiroshima (JPN),06 MAR 1994
Josia Thugwane,2009,2:27:43,Johannesburg (RSA),22 MAR 2009
Josia Thugwane,2007,2:23:04,Soweto (RSA),04 NOV 2007
Josia Thugwane,2006,2:17:11,Warszawa (POL),17 SEP 2006
Josia Thugwane,2003,2:14:18,Nagano (JPN),20 APR 2003
Josia Thugwane,2002,2:10:05,Seoul (KOR),03 NOV 2002
Josia Thugwane,2001,2:11:52,Seoul (KOR),18 MAR 2001
Josia Thugwane,2000,2:10:29,London (GBR),16 APR 2000
Josia Thugwane,1999,2:17:01,Fukuoka (JPN),05 DEC 1999
Josia Thugwane,1997,2:07:28,Fukuoka (JPN),07 DEC 1997
Josia Thugwane,1996,2:11:46,Cape Town (RSA),25 FEB 1996
Josia Thugwane,1992,2:13:36,Cape Town (RSA),28 MAR 1992
Josia Thugwane,1991,2:14:00,Durban (RSA),20 JUL 1991
Hendrick Ramaala,2017,2:28:13,Cape Town (RSA),17 SEP 2017
Hendrick Ramaala,2016,2:24:52,Hamburg (GER),17 APR 2016
Hendrick Ramaala,2015,2:17:12,Cape Town (RSA),20 SEP 2015
Hendrick Ramaala,2013,2:21:40,Mumbai (IND),20 JAN 2013
Hendrick Ramaala,2012,2:12:12,Dubai (UAE),27 JAN 2012
Hendrick Ramaala,2011,2:16:00,Berlin (GER),25 SEP 2011
Hendrick Ramaala,2010,2:14:45,"San Diego, CA (USA)",06 JUN 2010
Hendrick Ramaala,2009,2:07:44,London (GBR),26 APR 2009
Hendrick Ramaala,2008,2:11:44,London (GBR),13 APR 2008
Hendrick Ramaala,2007,2:07:56,London (GBR),22 APR 2007
Hendrick Ramaala,2006,2:06:55,London (GBR),23 APR 2006
Hendrick Ramaala,2005,2:08:32,London (GBR),17 APR 2005
Hendrick Ramaala,2004,2:15:47,Mumbai (IND),15 FEB 2004
Hendrick Ramaala,2003,2:08:58,London (GBR),13 APR 2003
Hendrick Ramaala,2002,2:10:06,Paris (FRA),07 APR 2002
Hendrick Ramaala,2001,2:12:02,London (GBR),22 APR 2001
Hendrick Ramaala,2000,2:09:43,London (GBR),16 APR 2000
Sibusiso Nzima,2019,2:13:41,Cape Town (RSA),15 SEP 2019
Sibusiso Nzima,2018,2:16:57,Gaborone (BOT),13 MAY 2018
Sibusiso Nzima,2016,2:11:43,Sevilla (ESP),21 FEB 2016
Sibusiso Nzima,2015,2:15:38,Cape Town (RSA),20 SEP 2015
Sibusiso Nzima,2013,2:13:42,Hamburg (GER),21 APR 2013
Baek Seung-Do,2002,2:14:29,Tokyo (JPN),10 FEB 2002
Baek Seung-Do,2001,2:14:20,Kunsan (KOR),15 APR 2001
Baek Seung-Do,2000,2:08:49,Tokyo (JPN),13 FEB 2000
Baek Seung-Do,1999,2:11:24,Fukuoka (JPN),05 DEC 1999
Baek Seung-Do,1998,2:13:48,Kyongju (KOR),29 MAR 1998
Baek Seung-Do,1997,2:13:24,Kyongju (KOR),16 MAR 1997
Baek Seung-Do,1994,2:12:54,Tokyo (JPN),13 FEB 1994
Baek Seung-Do,1993,2:12:34,London (GBR),18 APR 1993
Baek Seung-Do,1992,2:10:07,Chuncheon (KOR),22 MAR 1992
Lee Bong-Ju,2009,2:15:25,Daejeon (KOR),21 OCT 2009
Lee Bong-Ju,2008,2:12:27,Seoul (KOR),16 MAR 2008
Lee Bong-Ju,2007,2:08:04,Seoul (KOR),18 MAR 2007
Lee Bong-Ju,2006,2:10:49,Seoul (KOR),05 NOV 2006
Lee Bong-Ju,2005,2:12:19,Berlin (GER),25 SEP 2005
Lee Bong-Ju,2004,2:08:15,Seoul (KOR),14 MAR 2004
Lee Bong-Ju,2003,2:08:10,London (GBR),13 APR 2003
Lee Bong-Ju,2002,2:14:04,Busan (KOR),14 OCT 2002
Lee Bong-Ju,2001,2:09:11,Milano (ITA),02 DEC 2001
Lee Bong-Ju,2000,2:07:20,Tokyo (JPN),13 FEB 2000
Lee Bong-Ju,1999,2:12:11,London (GBR),18 APR 1999
Lee Bong-Ju,1998,2:07:44,Rotterdam (NED),19 APR 1998
Lee Bong-Ju,1997,2:10:33,Chuncheon (KOR),26 OCT 1997
Lee Bong-Ju,1996,2:08:26,Kyongju (KOR),24 MAR 1996
Lee Bong-Ju,1995,2:10:58,Kyongju (KOR),19 MAR 1995
Lee Bong-Ju,1994,2:09:59,Chuncheon (KOR),24 SEP 1994
Lee Bong-Ju,1993,2:10:27,Gwangju (KOR),16 OCT 1993
Lee Bong-Ju,1992,2:13:22,Chuncheon (KOR),06 NOV 1992
Chae Hong-Nak,1984,2:23:33,"Memorial Coliseum, Los Angeles, CA (USA)",12 AUG 1984
Kim Jae-Ryong,1996,2:10:02,Kyongju (KOR),24 MAR 1996
Kim Jae-Ryong,1994,2:09:42,Kyongju (KOR),20 MAR 1994
Kim Jae-Ryong,1993,2:17:14,"Gottlieb-Daimler Stadion, Stuttgart (GER)",14 AUG 1993
Kim Jae-Ryong,1992,2:09:30,Seoul (KOR),22 MAR 1992
Kim Jae-Ryong,1991,2:11:51,Fukuoka (JPN),01 DEC 1991
Kim Won-Tak,1992,2:12:00,Chuncheon (KOR),06 NOV 1992
Kim Won-Tak,1991,2:23:14,"Olympic Stadium, Tokyo (JPN)",01 SEP 1991
Kim Won-Tak,1990,2:11:38,Seoul (KOR),18 MAR 1990
Kim Won-Tak,1989,2:16:00,Milano (ITA),16 APR 1989
Kim Won-Tak,1988,2:12:41,Seoul (KOR),20 MAR 1988
Kim Bong-Nae,1968,2:43:56,"Estadio Olímpico, Ciudad de México (MEX)",20 OCT 1968
Lee Sang-Cheol,1960,2:35:14,"Stadio Olimpico, Roma (ITA)",10 SEP 1960
